"","LHS","RHS","support","confidence","coverage","lift","count"
"1","{MARACANÃ}","{Somente VT}",0.00130949890490849,0.214627592577043,0.00610126074278371,0.783447126638345,7668
"2","{CONCEICAO}","{Somente VT}",0.00215893129314725,0.30793588931651,0.00701097653131364,1.12404693533169,12642
"3","{VILA BELEM}","{Somente VT}",0.00198457052346655,0.264359971791897,0.00750707646855401,0.964983382666471,11621
"4","{QUERO-QUERO}","{Somente VT}",0.00164916939550095,0.20588862357155,0.00801000738599734,0.751547592776329,9657
"5","{JD. Giana}","{Somente VT}",0.0026340259662635,0.32590964797363,0.00808207422713863,1.18965587873796,15424
"6","{S.MARTIN-V.T}","{Somente VT}",0.00209608627527996,0.210835509138381,0.00994180858739599,0.769605025358074,12274
"7","{DOM BOSCO}","{SANTA PAULA}",0.00259286931054063,0.218043169187023,0.0118915411118274,3.66748224764095,15183
"8","{BARAUNA}","{Somente VT}",0.00316530545154914,0.251834239130435,0.0125690035734565,0.919261166129284,18535
"9","{S.GABR-INCOP}","{Somente VT}",0.00534694975387124,0.355431944602111,0.0150435261519808,1.29742002121208,31310
"10","{UTFPR}","{SANTA MONICA}",0.0050250398118065,0.333363544699605,0.0150737532393789,6.98459498146162,29425
"11","{RONDA PEIXOT}","{Somente VT}",0.00367899516281214,0.204530566130885,0.0179875078449538,0.746590326159656,21543
"12","{BARRETO}","{Somente VT}",0.00646415656606625,0.358026559721539,0.0180549637744581,1.30689104837891,37852
"13","{SHANGR-TC}","{Somente VT}",0.00387675203968799,0.206840939945877,0.0187426727063917,0.755023797853965,22701
"14","{PIMENTEL}","{Somente VT}",0.00616478885867129,0.318277199788397,0.0193692443655087,1.16179543671306,36099
"15","{MARINA}","{Somente VT}",0.00579181733958937,0.291170864884356,0.0198914728020254,1.06285018955597,33915
"16","{PRINC.C.CLAU}","{Somente VT}",0.00570796705759797,0.284512844958205,0.0200622473070995,1.03854666680005,33424
"17","{TC-31 MARCO}","{Somente VT}",0.00718875279109582,0.295136332723359,0.0243573968842192,1.07732518947066,42095
"18","{PQ PINHEIROS}","{Somente VT}",0.00737780016821289,0.299184897402337,0.0246596677582004,1.09210351469283,43202
"19","{GUAIRA}","{Somente VT}",0.00823013572303791,0.248315127782358,0.0331439159447886,0.906415484728922,48193
"20","{N.SRA.GRACAS}","{Somente VT}",0.00956576312722274,0.222918225377672,0.042911534537009,0.813710115509804,56014
"21","{N.PITANGUI}","{Somente VT}",0.0139562048781737,0.320806934074475,0.0435034389715959,1.17102963178458,81723
"22","{TER CENTRAL}","{Somente VT}",0.0206541517416865,0.272594088505628,0.0757688908622832,0.995040072965793,120944
